index,chinese_idiom,pinyin
3294,芳兰竟体,fang1 lan2 jing4 ti3
3295,芸芸众生,yun2 yun2 zhong4 sheng1
3296,苌弘化碧,chang2 hong2 hua4 bi4
3297,苍黄翻覆,cang1 huang2 fan1 fu4
3298,苟且偷生,gou3 qie3 tou1 sheng1
3299,苟安一隅,gou3 an1 yi4 yu2
3300,苟延残喘,gou3 yan2 can2 chuan3
3301,若即若离,ruo4 ji2 ruo4 li2
3302,若无其事,ruo4 wu2 qi2 shi4
3303,若有所失,ruo4 you3 suo3 shi1
3304,苦中作乐,ku3 zhong1 zuo4 le4
3305,苦口婆心,ku3 kou3 po2 xin1
3306,苦尽甘来,ku3 jin4 gan1 lai2
3307,苦思冥想,ku3 si1 ming2 xiang3
3308,英姿飒爽,ying1 zi1 sa4 shuang3
3309,英雄气短,ying1 xiong2 qi4 duan3
3310,茂林修竹,mao4 lin2 xiu1 zhu2
3311,茅塞顿开,mao2 se4 dun4 kai1
3312,茧丝牛毛,jian3 si1 niu2 mao2
3313,茶余饭后,cha2 yu2 fan4 hou4
3314,荆天棘地,jing1 tian1 ji2 di4
3315,荆榛满目,jing1 zhen1 man3 mu4
3316,草木皆兵,cao3 mu4 jie1 bing1
3317,草船借箭,cao3 chuan2 jie4 jian4
3318,草衣木食,cao3 yi1 mu4 shi2
3319,草长莺飞,cao3 zhang3 ying1 fei1
3320,荒时暴月,huang1 shi2 bao4 yue4
3321,荒谬绝伦,huang1 miu4 jue2 lun2
3322,荡气回肠,dang4 qi4 hui2 chang2
3323,荡然无存,dang4 ran2 wu2 cun2
3324,荣华富贵,rong2 hua2 fu4 gui4
3325,荦荦大者,luo4 luo4 da4 zhe3
3326,莫逆于心,mo4 ni4 yu2 xin1
3327,莺歌燕舞,ying1 ge1 yan4 wu3
3328,萍水相逢,ping2 shui3 xiang1 feng2
3329,萍踪浪迹,ping2 zong1 lang4 ji4
3330,营私舞弊,ying2 si1 wu3 bi4
3331,落井下石,luo4 jing3 xia4 shi2
3332,落月屋梁,luo4 yue4 wu1 liang2
3333,落纸烟云,luo4 zhi3 yan1 yun2
3334,落花流水,luo4 hua1 liu2 shui3
3335,落荒而逃,luo4 huang1 er2 tao2
3336,落落大方,luo4 luo4 da4 fang1
3337,蒲柳之姿,pu2 liu3 zhi1 zi1
3338,蒸蒸日上,zheng1 zheng1 ri4 shang4
3339,蒹葭之思,jian1 jia1 zhi1 si1
3340,蓝田生玉,lan2 tian2 sheng1 yu4
3341,蓬头垢面,peng2 tou2 gou4 mian4
3342,蓬生麻中,peng2 sheng1 ma2 zhong1
3343,蔚为大观,wei4 wei2 da4 guan1
3344,蕙心兰质,hui4 xin1 lan2 zhi4
3345,薪火相传,xin1 huo3 xiang1 chuan2
3346,藏头露尾,cang2 tou2 lu4 wei3
3347,藏巧于拙,cang2 qiao3 yu2 zhuo1
3348,藏形匿影,cang2 xing2 ni4 ying3
3349,藏污纳垢,cang2 wu1 na4 gou4
3350,藏龙卧虎,cang2 long2 wo4 hu3
3351,藕断丝连,ou3 duan4 si1 lian2
3352,虎入羊群,hu3 ru4 yang2 qun2
3353,虎啸龙吟,hu3 xiao4 long2 yin2
3354,虎头蛇尾,hu3 tou2 she2 wei3
3355,虎掷龙拿,hu3 zhi4 long2 na2
3356,虎皮羊质,hu3 pi2 yang2 zhi4
3357,虎背熊腰,hu3 bei4 xiong2 yao1
3358,虎落平阳,hu3 luo4 ping2 yang2
3359,虎视眈眈,hu3 shi4 dan1 dan1
3360,虎踞龙盘,hu3 ju4 long2 pan2
3361,虚与委蛇,xu1 yu3 wei1 yi2
3362,虚室生白,xu1 shi4 sheng1 bai2
3363,虚张声势,xu1 zhang1 sheng1 shi4
3364,虚往实归,xu1 wang3 shi2 gui1
3365,虚怀若谷,xu1 huai2 ruo4 gu3
3366,虚情假意,xu1 qing2 jia3 yi4
3367,虚无缥缈,xu1 wu2 piao1 miao3
3368,虚有其表,xu1 you3 qi2 biao3
3369,虫沙猿鹤,chong2 sha1 yuan2 he4
3370,虾兵蟹将,xia1 bing1 xie4 jiang4
3371,蚁封穴雨,yi3 feng1 xue2 yu3
3372,蚁穴溃堤,yi3 xue2 kui4 di1
3373,蚍蜉撼树,pi2 fu2 han4 shu4
3374,蚓窍蝇鸣,yin3 qiao4 ying2 ming2
3375,蚕食鲸吞,can2 shi2 jing1 tun1
3376,蛙鸣蝉噪,wa1 ming2 chan2 zao4
3377,蛟龙得水,jiao1 long2 de2 shui3
3378,蛮烟瘴雾,man2 yan1 zhang4 wu4
3379,蜂屯蚁聚,feng1 tun2 yi3 ju4
3380,蜂拥而至,feng1 yong1 er2 zhi4
3381,蜂目豺声,feng1 mu4 chai2 sheng1
3382,蜗行牛步,wo1 xing2 niu2 bu4
3383,蜻蜓点水,qing1 ting2 dian3 shui3
3384,蝇头小利,ying2 tou2 xiao3 li4
3385,蝇营狗苟,ying2 ying2 gou3 gou3
3386,蝉蜕龙变,chan2 tui4 long2 bian4
3387,螳螂捕蝉,tang2 lang2 bu3 chan2
3388,蟾宫折桂,chan2 gong1 zhe2 gui4
3389,蠢蠢欲动,chun3 chun3 yu4 dong4
3390,血气方刚,xue4 qi4 fang1 gang1
3391,血浓于水,xue4 nong2 yu2 shui3
3392,行之有效,xing2 zhi1 you3 xiao4
3393,行将就木,xing2 jiang1 jiu4 mu4
3394,行色匆匆,xing2 se4 cong1 cong1
3395,行远自迩,xing2 yuan3 zi4 er3
3396,街头市尾,jie1 tou2 shi4 wei3
3397,街谈巷说,jie1 tan2 xiang4 shuo1
3398,衣冠楚楚,yi1 guan1 chu3 chu3
3399,衣衫褴褛,yi1 shan1 lan2 lv3
3400,衣锦还乡,yi4 jin3 huan2 xiang1
3401,补天浴日,bu3 tian1 yu4 ri4
3402,袅袅婷婷,niao3 niao3 ting2 ting2
3403,袒胸露背,tan3 xiong1 lu4 bei4
3404,袖手旁观,xiu4 shou3 pang2 guan1
3405,袖里乾坤,xiu4 li3 qian2 kun1
3406,被褐怀玉,pi1 he4 huai2 yu4
3407,裂土分茅,lie4 tu3 fen1 mao2
3408,装模作样,zhuang1 mu2 zuo4 yang4
3409,装疯卖傻,zhuang1 feng1 mai4 sha3
3410,装神弄鬼,zhuang1 shen2 nong4 gui3
3411,装聋作哑,zhuang1 long2 zuo4 ya3
3412,装腔作势,zhuang1 qiang1 zuo4 shi4
3413,襟怀坦白,jin1 huai2 tan3 bai2
3414,西窗剪烛,xi1 chuang1 jian3 zhu2
3415,西装革履,xi1 zhuang1 ge2 lv3
3416,西风残照,xi1 feng1 can2 zhao4
3417,覆巢破卵,fu4 chao2 po4 luan3
3418,覆水难收,fu4 shui3 nan2 shou1
3419,覆舟之戒,fu4 zhou1 zhi1 jie4
3420,覆鹿寻蕉,fu4 lu4 xun2 jiao1
3421,见义勇为,jian4 yi4 yong3 wei2
3422,见仁见智,jian4 ren2 jian4 zhi4
3423,见兔放鹰,jian4 tu4 fang4 ying1
3424,见利忘义,jian4 li4 wang4 yi4
3425,见危授命,jian4 wei1 shou4 ming4
3426,见多识广,jian4 duo1 shi2 guang3
3427,见好就收,jian4 hao3 jiu4 shou1
3428,见异思迁,jian4 yi4 si1 qian1
3429,见弹求鸮,jian4 dan4 qiu2 xiao1
3430,见微知著,jian4 wei1 zhi1 zhu4
3431,见怪不怪,jian4 guai4 bu4 guai4
3432,见所未见,jian4 suo3 wei4 jian4
3433,见机行事,jian4 ji1 xing2 shi4
3434,见死不救,jian4 si3 bu4 jiu4
3435,见猎心喜,jian4 lie4 xin1 xi3
3436,见缝插针,jian4 feng4 cha1 zhen1
3437,见貌辨色,jian4 mao4 bian4 se4
3438,见财起意,jian4 cai2 qi3 yi4
3439,见贤思齐,jian4 xian2 si1 qi2
3440,见钱眼开,jian4 qian2 yan3 kai1
3441,见风使舵,jian4 feng1 shi3 duo4
3442,观过知仁,guan1 guo4 zhi1 ren2
3443,规行矩止,gui1 xing2 ju3 zhi3
3444,规言矩步,gui1 yan2 ju3 bu4
3445,视为畏途,shi4 wei2 wei4 tu2
3446,视民如伤,shi4 min2 ru2 shang1
3447,视而不见,shi4 er2 bu4 jian4
3448,视若儿戏,shi4 ruo4 er2 xi4
3449,视险若夷,shi4 xian3 ruo4 yi2
3450,解民倒悬,jie3 min2 dao4 xuan2
3451,解组归田,jie3 zu3 gui1 tian2
3452,解衣推食,jie3 yi1 tui1 shi2
3453,触景生情,chu4 jing3 sheng1 qing2
3454,触目惊心,chu4 mu4 jing1 xin1
3455,触类旁通,chu4 lei4 pang2 tong1
3456,言为心声,yan2 wei2 xin1 sheng1
3457,言之凿凿,yan2 zhi1 zao2 zao2
3458,言传身教,yan2 chuan2 shen1 jiao4
3459,言出法随,yan2 chu1 fa3 sui2
3460,言听计从,yan2 ting1 ji4 cong2
3461,言归于好,yan2 gui1 yu2 hao3
3462,言必有中,yan2 bi4 you3 zhong4
3463,言方行圆,yan2 fang1 xing2 yuan2
3464,言犹在耳,yan2 you2 zai4 er3
3465,言简意赅,yan2 jian3 yi4 gai1
3466,言而无信,yan2 er2 wu2 xin4
3467,言行一致,yan2 xing2 yi1 zhi4
3468,计上心头,ji4 shang4 xin1 tou2
3469,计出万全,ji4 chu1 wan4 quan2
3470,计日程功,ji4 ri4 cheng2 gong1
3471,认贼作父,ren4 zei2 zuo4 fu4
3472,讨价还价,tao3 jia4 huan2 jia4
3473,训练有素,xun4 lian4 you3 su4
3474,议论纷纷,yi4 lun4 fen1 fen1
3475,记忆犹新,ji4 yi4 you2 xin1
3476,讳疾忌医,hui4 ji2 ji4 yi1
3477,讳莫如深,hui4 mo4 ru2 shen1
3478,讷言敏行,ne4 yan2 min3 xing2
3479,论功行赏,lun4 gong1 xing2 shang3
3480,论道经邦,lun4 dao4 jing1 bang1
3481,设身处地,she4 shen1 chu3 di4
3482,评头论足,ping2 tou2 lun4 zu2
3483,词不达意,ci2 bu4 da2 yi4
3484,诗情画意,shi1 qing2 hua4 yi4
3485,诗朋酒友,shi1 peng2 jiu3 you3
3486,诗礼传家,shi1 li3 chuan2 jia1
3487,诚心诚意,cheng2 xin1 cheng2 yi4
3488,诚惶诚恐,cheng2 huang2 cheng2 kong3
3489,话不投机,hua4 bu4 tou2 ji1
3490,语无伦次,yu3 wu2 lun2 ci4
3491,语焉不详,yu3 yan1 bu4 xiang2
3492,语重心长,yu3 zhong4 xin1 chang2
3493,误人子弟,wu4 ren2 zi3 di4
3494,说一不二,shuo1 yi1 bu4 er4
3495,说三道四,shuo1 san1 dao4 si4
3496,说长道短,shuo1 chang2 dao4 duan3
3497,请自隗始,qing3 zi4 wei3 shi3
3498,诸如此类,zhu1 ru2 ci3 lei4
3499,诸子百家,zhu1 zi3 bai3 jia1
3500,调兵遣将,diao4 bing1 qian3 jiang4
3501,调虎离山,diao4 hu3 li2 shan1
3502,谄上傲下,chan3 shang4 ao4 xia4
3503,谆谆告戒,zhun1 zhun1 gao4 jie4
3504,谈何容易,tan2 he2 rong2 yi4
3505,谈笑风生,tan2 xiao4 feng1 sheng1
3506,谈虎色变,tan2 hu3 se4 bian4
3507,谈霏玉屑,tan2 fei1 yu4 xie4
3508,谋财害命,mou2 cai2 hai4 ming4
3509,谑而不虐,xue4 er2 bu4 nve4
3510,谢天谢地,xie4 tian1 xie4 di4
3511,谨小慎微,jin3 xiao3 shen4 wei1
3512,谨言慎行,jin3 yan2 shen4 xing2
3513,豁然贯通,huo4 ran2 guan4 tong1
3514,豆蔻年华,dou4 kou4 nian2 hua2
3515,豕突狼奔,shi3 tu1 lang2 ben1
3516,象齿焚身,xiang4 chi3 fen2 shen1
3517,豪气干云,hao2 qi4 gan4 yun2
3518,豪言壮语,hao2 yan2 zhuang4 yu3
3519,豺狼当道,chai2 lang2 dang1 dao4
3520,貌合神离,mao4 he2 shen2 li2
3521,负屈含冤,fu4 qu1 han2 yuan1
3522,负山戴岳,fu4 shan1 dai4 yue4
3523,负荆请罪,fu4 jing1 qing3 zui4
3524,负隅顽抗,fu4 yu2 wan2 kang4
3525,财匮力绌,cai2 kui4 li4 chu4
3526,财大气粗,cai2 da4 qi4 cu1
3527,责无旁贷,ze2 wu2 pang2 dai4
3528,败鳞残甲,bai4 lin2 can2 jia3
3529,货真价实,huo4 zhen1 jia4 shi2
3530,货贿公行,huo4 hui4 gong1 xing2
3531,质疑问难,zhi4 yi2 wen4 nan4
3532,贪得无厌,tan1 de2 wu2 yan4
3533,贪生怕死,tan1 sheng1 pa4 si3
3534,贪贿无艺,tan1 hui4 wu2 yi4
3535,贪赃枉法,tan1 zang1 wang3 fa3
3536,贯朽粟陈,guan4 xiu3 su4 chen2
3537,贵人多忘,gui4 ren2 duo1 wang4
3538,贵耳贱目,gui4 er3 jian4 mu4
3539,贵远贱近,gui4 yuan3 jian4 jin4
3540,费尽心机,fei4 jin4 xin1 ji1
3541,贼眉鼠眼,zei2 mei2 shu3 yan3
3542,赏善罚恶,shang3 shan4 fa2 e4
3543,赏心乐事,shang3 xin1 le4 shi4
3544,赏罚严明,shang3 fa2 yan2 ming2
3545,赞不绝口,zan4 bu4 jue2 kou3
3546,赤口白舌,chi4 kou3 bai2 she2
3547,赤手空拳,chi4 shou3 kong1 quan2
3548,赤日炎炎,chi4 ri4 yan2 yan2
3549,赤胆忠肝,chi4 dan3 zhong1 gan1
3550,赤膊上阵,chi4 bo2 shang4 zhen4
3551,赤舌烧城,chi4 she2 shao1 cheng2
3552,赫赫之名,he4 he4 zhi1 ming2
3553,走投无路,zou3 tou2 wu2 lu4
3554,走火入魔,zou3 huo3 ru4 mo2
3555,走马观花,zou3 ma3 guan1 hua1
3556,赴汤蹈火,fu4 tang1 dao3 huo3
3557,赶尽杀绝,gan3 jin4 sha1 jue2
3558,起早贪黑,qi3 zao3 tan1 hei1
3559,起死回生,qi3 si3 hui2 sheng1
3560,趁火打劫,chen4 huo3 da3 jie2
3561,趁热打铁,chen4 re4 da3 tie3
3562,超今冠古,chao1 jin1 guan4 gu3
3563,超凡入圣,chao1 fan2 ru4 sheng4
3564,超轶绝尘,chao1 yi4 jue2 chen2
3565,越俎代庖,yue4 zu3 dai4 pao2
3566,趋之若鹜,qu1 zhi1 ruo4 wu4
3567,趋吉避凶,qu1 ji2 bi4 xiong1
3568,趋炎附势,qu1 yan2 fu4 shi4
3569,足智多谋,zu2 zhi4 duo1 mou2
3570,趾高气扬,zhi3 gao1 qi4 yang2
3571,跃然纸上,yue4 ran2 zhi3 shang4
3572,跃跃欲试,yue4 yue4 yu4 shi4
3573,跋山涉水,ba2 shan1 she4 shui3
3574,路绝人稀,lu4 jue2 ren2 xi1
3575,跳梁小丑,tiao4 liang2 xiao3 chou3
3576,踌躇满志,chou2 chu2 man3 zhi4
3577,踏破铁鞋,ta4 po4 tie3 xie2
3578,踧踖不安,cu4 ji2 bu4 an1
3579,身不由己,shen1 bu4 you2 ji3
3580,身临其境,shen1 lin2 qi2 jing4
3581,身强力壮,shen1 qiang2 li4 zhuang4
3582,身无择行,shen1 wu2 ze2 xing2
3583,身经百战,shen1 jing1 bai3 zhan4
3584,身败名裂,shen1 bai4 ming2 lie4
3585,躬体力行,gong1 ti3 li4 xing2
3586,躬先士卒,gong1 xian1 shi4 zu2
3587,躬行实践,gong1 xing2 shi2 jian4
3588,车尘马迹,che1 chen2 ma3 ji4
3589,车殆马烦,che1 dai4 ma3 fan2
3590,车水马龙,che1 shui3 ma3 long2
3591,车载斗量,che1 zai4 dou3 liang2
3592,轩然大波,xuan1 ran2 da4 bo1
3593,转危为安,zhuan3 wei1 wei2 an1
3594,转悲为喜,zhuan3 bei1 wei2 xi3
3595,软硬兼施,ruan3 ying4 jian1 shi1
3596,轰轰烈烈,hong1 hong1 lie4 lie4
3597,轻举妄动,qing1 ju3 wang4 dong4
3598,轻于鸿毛,qing1 yu2 hong2 mao2
3599,轻徭薄赋,qing1 yao2 bao2 fu4
3600,轻描淡写,qing1 miao2 dan4 xie3
3601,轻歌曼舞,qing1 ge1 man4 wu3
3602,轻而易举,qing1 er2 yi4 ju3
3603,轻薄无行,qing1 bao2 wu2 xing2
3604,轻裘缓带,qing1 qiu2 huan3 dai4
3605,轻诺寡信,qing1 nuo4 gua3 xin4
3606,轻财重义,qing1 cai2 zhong4 yi4
3607,轻车熟路,qing1 che1 shu2 lu4
3608,载歌载舞,zai4 ge1 zai4 wu3
3609,辗转反侧,zhan3 zhuan3 fan3 ce4
3610,辩口利舌,bian4 kou3 li4 she2
3611,过河拆桥,guo4 he2 chai1 qiao2
3612,过犹不及,guo4 you2 bu4 ji2
3613,过目不忘,guo4 mu4 bu4 wang4
3614,过眼云烟,guo4 yan3 yun2 yan1
3615,迎刃而解,ying2 ren4 er2 jie3
3616,运斤成风,yun4 jin1 cheng2 feng1
3617,运筹帷幄,yun4 chou2 wei2 wo4
3618,近在咫尺,jin4 zai4 zhi3 chi3
3619,近悦远来,jin4 yue4 yuan3 lai2
3620,近水楼台,jin4 shui3 lou2 tai2
3621,返璞归真,fan3 pu2 gui1 zhen1
3622,返老还童,fan3 lao3 huan2 tong2
3623,进可替否,jin4 ke3 ti4 fou3
3624,进寸退尺,jin4 cun4 tui4 chi3
3625,进身之阶,jin4 shen1 zhi1 jie1
3626,进退两难,jin4 tui4 liang3 nan2
3627,进锐退速,jin4 rui4 tui4 su4
3628,远交近攻,yuan3 jiao1 jin4 gong1
3629,远走高飞,yuan3 zou3 gao1 fei1
3630,违法乱纪,wei2 fa3 luan4 ji4
3631,连中三元,lian2 zhong4 san1 yuan2
3632,连绵起伏,lian2 mian2 qi3 fu2
3633,迟疑未决,chi2 yi2 wei4 jue2
3634,迫不及待,po4 bu4 ji2 dai4
3635,迫在眉睫,po4 zai4 mei2 jie2
3636,迷途知返,mi2 tu2 zhi1 fan3
3637,追本溯源,zhui1 ben3 su4 yuan2
3638,退有后言,tui4 you3 hou4 yan2
3639,退避三舍,tui4 bi4 san1 she4
3640,送旧迎新,song4 jiu4 ying2 xin1
3641,适可而止,shi4 ke3 er2 zhi3
3642,适得其反,shi4 de2 qi2 fan3
3643,逃之夭夭,tao2 zhi1 yao1 yao1
3644,逆来顺受,ni4 lai2 shun4 shou4
3645,逍遥法外,xiao1 yao2 fa3 wai4
3646,逐鹿中原,zhu2 lu4 zhong1 yuan2
3647,通俗易懂,tong1 su2 yi4 dong3
3648,通力合作,tong1 li4 he2 zuo4
3649,通宵达旦,tong1 xiao1 da2 dan4
3650,通情达理,tong1 qing2 da2 li3
3651,通权达变,tong1 quan2 da2 bian4
3652,逝者如斯,shi4 zhe3 ru2 si1
3653,造言生事,zao4 yan2 sheng1 shi4
3654,逢人说项,feng2 ren2 shuo1 xiang4
3655,逢凶化吉,feng2 xiong1 hua4 ji2
3656,逢场作戏,feng2 chang3 zuo4 xi4
3657,逸闻轶事,yi4 wen2 yi4 shi4
3658,逼上梁山,bi1 shang4 liang2 shan1
3659,遁世离群,dun4 shi4 li2 qun2
3660,遇难呈祥,yu4 nan4 cheng2 xiang2
3661,遍体鳞伤,bian4 ti3 lin2 shang1
3662,道听涂说,dao4 ting1 tu2 shuo1
3663,道貌岸然,dao4 mao4 an4 ran2
3664,道高一尺,dao4 gao1 yi1 chi3
3665,遗臭万年,yi2 chou4 wan4 nian2
3666,遗风余烈,yi2 feng1 yu2 lie4
3667,遥遥领先,yao2 yao2 ling3 xian1
3668,遮天蔽日,zhe1 tian1 bi4 ri4
3669,避坑落井,bi4 keng1 luo4 jing3
3670,避实就虚,bi4 shi2 jiu4 xu1
3671,避祸就福,bi4 huo4 jiu4 fu2
3672,避重就轻,bi4 zhong4 jiu4 qing1
3673,避阱入坑,bi4 jing3 ru4 keng1
3674,邪魔外道,xie2 mo2 wai4 dao4
3675,邯郸学步,han2 dan1 xue2 bu4
3676,郁郁寡欢,yu4 yu4 gua3 huan1
3677,郎才女貌,lang2 cai2 nv3 mao4
3678,郑人买履,zheng4 ren2 mai3 lv3
3679,酒囊饭袋,jiu3 nang2 fan4 dai4
3680,酒色财气,jiu3 se4 cai2 qi4
3681,酒酣耳热,jiu3 han1 er3 re4
3682,酣歌恒舞,han1 ge1 heng2 wu3
3683,醉生梦死,zui4 sheng1 meng4 si3
3684,醉翁之意,zui4 weng1 zhi1 yi4
3685,醍醐灌顶,ti2 hu2 guan4 ding3
3686,采兰赠芍,cai3 lan2 zeng4 shao2
3687,里应外合,li3 ying4 wai4 he2
3688,重操旧业,chong2 cao1 jiu4 ye4
3689,重整旗鼓,chong2 zheng3 qi2 gu3
3690,重温旧梦,chong2 wen1 jiu4 meng4
3691,重生父母,chong2 sheng1 fu4 mu3
3692,重见天日,chong2 jian4 tian1 ri4
3693,重足而立,chong2 zu2 er2 li4
3694,重蹈覆辙,chong2 dao3 fu4 zhe2
3695,量体裁衣,liang4 ti3 cai2 yi1
3696,量入为出,liang4 ru4 wei2 chu1
3697,量才录用,liang4 cai2 lu4 yong4
3698,量能授官,liang4 neng2 shou4 guan1
3699,金兰之契,jin1 lan2 zhi1 qi4
3700,金友玉昆,jin1 you3 yu4 kun1
3701,金口木舌,jin1 kou3 mu4 she2
3702,金城汤池,jin1 cheng2 tang1 chi2
3703,金声玉振,jin1 sheng1 yu4 zhen4
3704,金屋藏娇,jin1 wu1 cang2 jiao1
3705,金戈铁马,jin1 ge1 tie3 ma3
3706,金枝玉叶,jin1 zhi1 yu4 ye4
3707,金枷玉锁,jin1 jia1 yu4 suo3
3708,金榜题名,jin1 bang3 ti2 ming2
3709,金玉良言,jin1 yu4 liang2 yan2
3710,金相玉质,jin1 xiang4 yu4 zhi4
3711,金石为开,jin1 shi2 wei2 kai1
3712,金碧辉煌,jin1 bi4 hui1 huang2
3713,金科玉律,jin1 ke1 yu4 lv4
3714,金童玉女,jin1 tong2 yu4 nv3
3715,金蝉脱壳,jin1 chan2 tuo1 qiao4
3716,金貂换酒,jin1 diao1 huan4 jiu3
3717,金风玉露,jin1 feng1 yu4 lu4
3718,釜底抽薪,fu3 di3 chou1 xin1
3719,鉴往知来,jian4 wang3 zhi1 lai2
3720,针锋相对,zhen1 feng1 xiang1 dui4
3721,钧天广乐,jun1 tian1 guang3 yue4
3722,钩心斗角,gou1 xin1 dou4 jiao3
3723,钩爪锯牙,gou1 zhao3 ju4 ya2
3724,钩章棘句,gou1 zhang1 ji2 ju4
3725,钱可通神,qian2 ke3 tong1 shen2
3726,钻冰求酥,zuan1 bing1 qiu2 su1
3727,铁杵磨针,tie3 chu3 mo2 zhen1
3728,铁树开花,tie3 shu4 kai1 hua1
3729,铁画银钩,tie3 hua4 yin2 gou1
3730,铁石心肠,tie3 shi2 xin1 chang2
3731,铁面御史,tie3 mian4 yu4 shi3
3732,铁骨铮铮,tie3 gu3 zheng1 zheng1
3733,铄石流金,shuo4 shi2 liu2 jin1
3734,铜墙铁壁,tong2 qiang2 tie3 bi4
3735,铜头铁额,tong2 tou2 tie3 e2
3736,铜筋铁骨,tong2 jin1 tie3 gu3
3737,铤而走险,ting3 er2 zou3 xian3
3738,银装素裹,yin2 zhuang1 su4 guo3
3739,铸成大错,zhu4 cheng2 da4 cuo4
3740,铺天盖地,pu1 tian1 gai4 di4
3741,铺张扬厉,pu1 zhang1 yang2 li4
3742,锄强扶弱,chu2 qiang2 fu2 ruo4
3743,锋芒毕露,feng1 mang2 bi4 lu4
3744,锐不可当,rui4 bu4 ke3 dang1
3745,错综复杂,cuo4 zong1 fu4 za2
3746,错落有致,cuo4 luo4 you3 zhi4
3747,锦上添花,jin3 shang4 tian1 hua1
3748,锦囊妙计,jin3 nang2 miao4 ji4
3749,锦心绣口,jin3 xin1 xiu4 kou3
3750,锦瑟华年,jin3 se4 hua2 nian2
3751,锦绣前程,jin3 xiu4 qian2 cheng2
3752,锦衣夜行,jin3 yi1 ye4 xing2
3753,锱铢必较,zi1 zhu1 bi4 jiao4
3754,锲而不舍,qie4 er2 bu4 she3
3755,镜破钗分,jing4 po4 chai1 fen1
3756,镜花水月,jing4 hua1 shui3 yue4
3757,长吁短叹,chang2 xu1 duan3 tan4
3758,长幼尊卑,zhang3 you4 zun1 bei1
3759,长斋绣佛,chang2 zhai1 xiu4 fo2
3760,长林丰草,chang2 lin2 feng1 cao3
3761,长歌当哭,chang2 ge1 dang4 ku1
3762,长此以往,chang2 ci3 yi3 wang3
3763,长治久安,chang2 zhi4 jiu3 an1
3764,长生不老,chang2 sheng1 bu4 lao3
3765,长篇累牍,chang2 pian1 lei3 du2
3766,长绳系日,chang2 sheng2 ji4 ri4
3767,长袖善舞,chang2 xiu4 shan4 wu3
3768,长途跋涉,chang2 tu2 ba2 she4
3769,门可罗雀,men2 ke3 luo2 que4
3770,门庭若市,men2 ting2 ruo4 shi4
3771,门当户对,men2 dang1 hu4 dui4
3772,门无杂宾,men2 wu2 za2 bin1
3773,门生故吏,men2 sheng1 gu4 li4
3774,闭关自守,bi4 guan1 zi4 shou3
3775,闭口藏舌,bi4 kou3 cang2 she2
3776,闭月羞花,bi4 yue4 xiu1 hua1
3777,闭目塞听,bi4 mu4 se4 ting1
3778,闭门谢客,bi4 men2 xie4 ke4
3779,问心无愧,wen4 xin1 wu2 kui4
3780,问道于盲,wen4 dao4 yu2 mang2
3781,闲云野鹤,xian2 yun2 ye3 he4
3782,闲情逸致,xian2 qing2 yi4 zhi4
3783,闲花野草,xian2 hua1 ye3 cao3
3784,闳中肆外,hong2 zhong1 si4 wai4
3785,闻一知十,wen2 yi1 zhi1 shi2
3786,闻名遐迩,wen2 ming2 xia2 er3
3787,闻所未闻,wen2 suo3 wei4 wen2
3788,闻过则喜,wen2 guo4 ze2 xi3
3789,闻风丧胆,wen2 feng1 sang4 dan3
3790,闻鸡起舞,wen2 ji1 qi3 wu3
3791,阑风伏雨,lan2 feng1 fu2 yu3
3792,阡陌纵横,qian1 mo4 zong4 heng2
3793,防不胜防,fang2 bu4 sheng4 fang2
3794,防微杜渐,fang2 wei1 du4 jian4
3795,防患未然,fang2 huan4 wei4 ran2
3796,防意如城,fang2 yi4 ru2 cheng2
3797,阳关大道,yang2 guan1 da4 dao4
3798,阳奉阴违,yang2 feng4 yin1 wei2
3799,阳春白雪,yang2 chun1 bai2 xue3
3800,阴差阳错,yin1 cha1 yang2 cuo4
3801,阴谋诡计,yin1 mou2 gui3 ji4
3802,阴阳怪气,yin1 yang2 guai4 qi4
3803,阿谀奉承,e1 yu2 feng4 cheng2
3804,附庸风雅,fu4 yong1 feng1 ya3
3805,陈规陋习,chen2 gui1 lou4 xi2
3806,陈词滥调,chen2 ci2 lan4 diao4
3807,降志辱身,jiang4 zhi4 ru3 shen1
3808,降龙伏虎,xiang2 long2 fu2 hu3
3809,除恶务尽,chu2 e4 wu4 jin4
3810,除旧布新,chu2 jiu4 bu4 xin1
3811,除暴安良,chu2 bao4 an1 liang2
3812,除残去秽,chu2 can2 qu4 hui4
3813,随乡入俗,sui2 xiang1 ru4 su2
3814,随声附和,sui2 sheng1 fu4 he4
3815,随心所欲,sui2 xin1 suo3 yu4
3816,随机应变,sui2 ji1 ying4 bian4
3817,随波逐流,sui2 bo1 zhu2 liu2
3818,随遇而安,sui2 yu4 er2 an1
3819,随风转舵,sui2 feng1 zhuan3 duo4
3820,隐姓埋名,yin3 xing4 mai2 ming2
3821,隐恶扬善,yin3 e4 yang2 shan4
3822,隔墙有耳,ge2 qiang2 you3 er3
3823,隔皮断货,ge2 pi2 duan4 huo4
3824,隔靴搔痒,ge2 xue1 sao1 yang3
3825,难以为继,nan2 yi3 wei2 ji4
3826,难兄难弟,nan4 xiong1 nan4 di4
3827,难分难解,nan2 fen1 nan2 jie3
3828,难如登天,nan2 ru2 deng1 tian1
3829,难能可贵,nan2 neng2 ke3 gui4
3830,难言之隐,nan2 yan2 zhi1 yin3
